Person_ID,Name,Age,Gender,Sexual_Orientation,Era,Relationship_Start_Date,Relationship_End_Date,Relationship_Duration,Relationship_Type,Commitment_Level,Breakup_Reason,Conflict_Frequency,First_Fight_Topic,Last_Text_Exchanged,Mutual_Breakup,Closure_Given,Rebound_After_Days,Avg_Texts_Per_Day,First_Message,Sweet_Terms_Used,Ghosting_Days_Count,Longest_Conversation,Streak_Days,Deleted_Texts_Count,Mood_Before,Mood_During,Mood_After,Trust_Score,Emotional_Dependency_Score,Regret_Level,Self_Esteem_After,Lessons_Learned,Playlist_Shared,Theme_Song,Photos_Shared_Count,Places_Visited_Together,Anniversary_Celebrated,Memory_Value_Score,Love_Growth_Trend,Attachment_Style,Breakup_Recovery_Days,Communication_Style,Emotional_Intensity,Compatibility_Score
715,Matthew,38,Male,Homosexual,Modern,2006-07-21,2007-03-07,229 days,Flings,Undefined,Ghosting,High,Social media use,Start continue home fill within her enter make.,No,Yes,51,72,Their whom our source left set write sound.,22,2,97,15,1,Calm,Heartbroken,Joyful,10,9,2,Same,Communication is key,Yes,Let Her Go,77,9,No,5,Early spike,Anxious,141,Avoidant,6,6
716,Jacqueline,45,Female,Asexual,Past,2001-06-19,2002-10-03,471 days,Situationship,Undefined,Loss of feelings,High,Time management,Community character simply network blood style play news her though some front child identify fall who.,No,No,171,13,Allow sing dream trouble strategy already wrong practice save agency.,16,25,82,28,16,Heartbroken,Heartbroken,Numb,3,7,7,Same,Learn to forgive,Yes,Photograph,70,10,Yes,8,Decline,Avoidant,3,Open,9,4
717,Rodney,18,Other,Heterosexual,Modern,2014-05-27,2014-08-17,82 days,Situationship,Engaged,Mismatch of values,High,Social media use,Someone decide him property three city line course successful.,Yes,Yes,57,62,Protect during remember bit suddenly protect shake indicate gun design home rest control feel year brother interest.,22,13,160,8,8,Shy,Numb,Resigned,1,7,8,Higher,Set boundaries,Yes,Let Her Go,97,12,No,9,Early spike,Secure,274,Avoidant,9,6
718,Kyle,34,Non-binary,Bisexual,Past,2005-02-12,2006-08-15,549 days,Long-distance,Casual,Third-party interference,Medium,Future plans,Itself computer name affect phone think political.,No,Yes,174,28,Bill reduce only best consumer true already create.,33,12,60,51,12,Shy,Joyful,Hopeful,2,7,8,Same,Love is not enough,Yes,All of Me,32,10,No,5,Decline,Avoidant,293,Passive,2,7
719,Mandy,36,Non-binary,Bisexual,Modern,2014-03-15,2015-03-28,378 days,Situationship,Undefined,Ghosting,Medium,Money,Per hard especially this.,No,Yes,48,74,Movement why hope budget perform unit home address hear.,21,29,157,39,9,Joyful,Hopeful,Calm,10,8,5,Same,Be yourself,No,Let Her Go,91,17,Yes,4,Decline,Avoidant,185,Open,5,9
720,Sarah,29,Female,Asexual,Past,2018-06-04,2020-04-10,676 days,Casual,Engaged,Moved away,High,Money,None either conference amount yes raise town my remain business area unit free wish.,No,Yes,130,77,Central size audience number prepare want professional know accept public entire change story.,27,26,130,42,7,Shy,Heartbroken,Resigned,1,4,1,Same,Love is not enough,No,Say You Won't Let Go,79,13,No,8,Gradual,Secure,310,Avoidant,3,3
721,Jeffrey,39,Non-binary,Asexual,Modern,2015-12-03,2016-03-21,109 days,Flings,Undefined,Loss of feelings,High,Money,Reason bank test baby other represent pattern true.,Yes,Yes,95,77,Head tend scene space wind other turn.,18,23,140,9,18,Calm,Excited,Calm,5,4,3,Lower,Be yourself,No,Photograph,2,13,Yes,4,Decline,Secure,152,Passive,10,2
722,Ryan,30,Other,Homosexual,Modern,2003-11-22,2004-06-04,195 days,Casual,Casual,Jealousy,High,Money,Themselves eye me remain assume game color edge capital.,No,No,24,72,Majority discussion radio sit must community.,32,20,87,51,3,Bitter,Joyful,Bitter,9,10,1,Lower,Value your time,No,Say You Won't Let Go,9,7,Yes,6,Decline,Anxious,110,Avoidant,6,9
723,Natasha,44,Male,Heterosexual,Modern,2011-02-22,2013-05-17,815 days,Casual,Serious,Infatuation fade,High,Social media use,Yeah tax exactly feeling especially hope some.,Yes,No,107,44,Offer small enter off newspaper personal.,17,14,31,32,10,Shy,Hopeful,Bitter,6,5,9,Same,Self-love matters,Yes,Blinding Lights,62,18,Yes,7,Gradual,Secure,335,Avoidant,3,3
724,Jeffrey,27,Non-binary,Asexual,Modern,2010-01-20,2010-11-15,299 days,Long-term,Undefined,Jealousy,Low,Career,Against argue policy catch force culture send Mrs despite world company buy store suggest for enjoy allow.,No,Yes,167,2,Record set must check camera effort quickly create have.,8,7,44,49,3,Excited,Resigned,Heartbroken,10,5,3,Higher,Learn to forgive,No,Someone Like You,72,12,No,5,Gradual,Secure,109,Open,8,4
725,Kelsey,24,Other,Heterosexual,Modern,2016-10-18,2018-08-17,668 days,Long-distance,Undefined,Career priorities,High,Trust,Whose voice interview east when particular campaign enjoy per war top manager note true.,No,No,42,70,Use dark key would by.,29,22,36,2,5,Heartbroken,Calm,Heartbroken,2,10,5,Same,Be yourself,Yes,Someone Like You,23,14,No,10,Gradual,Anxious,292,Open,5,2
726,Adam,20,Male,Bisexual,Modern,2011-08-05,2013-09-11,768 days,Situationship,Serious,Infatuation fade,Medium,Future plans,Deal fear beat.,No,Yes,36,70,Team hot amount indicate exactly car bad stuff us summer address offer feeling material bed begin.,38,5,72,34,3,Numb,Bitter,Numb,1,8,7,Higher,Trust actions not words,Yes,Blinding Lights,31,7,Yes,9,Gradual,Secure,288,Avoidant,7,5
727,Lisa,22,Female,Bisexual,Modern,2003-11-09,2004-08-01,266 days,Long-term,Serious,Third-party interference,High,Communication,Miss heavy decision run process face general.,Yes,Yes,30,24,Difference him seat their turn several pressure watch.,7,24,117,5,2,Resigned,Heartbroken,Joyful,3,7,1,Lower,Be honest,Yes,Photograph,79,1,Yes,4,Early spike,Secure,200,Open,5,8
728,Amber,31,Non-binary,Pansexual,Past,2012-02-21,2013-06-05,470 days,Situationship,Undefined,Different life goals,Low,Time management,Hope budget first pass position pretty their.,Yes,Yes,118,81,Seem country than series activity enough under fast answer however loss agree boy nice adult space.,0,10,88,23,3,Resigned,Bitter,Excited,8,2,4,Higher,Be yourself,No,All of Me,48,15,Yes,4,Early spike,Avoidant,234,Passive,7,1
729,Kaylee,25,Male,Asexual,Modern,2003-01-27,2004-09-18,600 days,Flings,Undefined,Jealousy,High,Career,Fire dog parent pressure field single phone book lead.,Yes,Yes,179,88,Spend material suggest success be white.,0,29,85,23,9,Resigned,Confident,Resigned,1,6,9,Same,Choose wisely,No,Perfect,46,3,No,7,Early spike,Anxious,148,Open,3,8
730,Erin,27,Male,Bisexual,Modern,2021-08-12,2021-11-28,108 days,Casual,Engaged,Trust issues,Medium,Jealousy,Physical field fund guy prevent score treat ball write plant democratic.,No,Yes,119,36,White will parent cup page seek weight reflect few yet cause television owner American.,8,28,109,56,15,Bitter,Hopeful,Joyful,2,9,2,Higher,Trust actions not words,Yes,Stay With Me,91,10,Yes,4,Early spike,Avoidant,49,Avoidant,7,3
731,William,31,Female,Bisexual,Modern,2021-08-26,2023-04-24,606 days,Casual,Undefined,Mental health problems,High,Time management,The when outside exactly opportunity inside since accept smile local.,No,No,143,14,This amount radio course mission one director candidate sell threat deep bag.,2,16,33,55,7,Excited,Resigned,Excited,3,8,10,Higher,Love is not enough,Yes,Stay With Me,70,1,No,9,Early spike,Anxious,28,Passive,1,4
732,Sarah,36,Non-binary,Homosexual,Past,2008-01-25,2010-01-07,713 days,Flings,Casual,Loss of feelings,Low,Career,Provide writer focus notice make hope action education heavy call science different tonight could.,No,No,94,67,Sound become describe customer take.,21,28,179,34,10,Joyful,Joyful,Hopeful,6,8,4,Higher,Be honest,No,All of Me,30,1,No,7,Gradual,Anxious,363,Open,2,6
733,Maria,33,Female,Heterosexual,Modern,2014-01-09,2016-04-14,826 days,Long-term,Casual,Arguments and fights,Medium,Future plans,Bed heavy difficult issue century.,Yes,Yes,41,30,President study fight consider road foot resource.,17,11,6,54,2,Excited,Joyful,Heartbroken,4,5,10,Higher,Love is not enough,No,Stay With Me,66,5,Yes,1,Early spike,Secure,8,Open,8,2
734,Elizabeth,33,Male,Pansexual,Modern,2003-11-24,2005-06-17,571 days,Long-term,Casual,Infatuation fade,Medium,Career,Treatment scene many present despite collection discover back then ever behavior.,No,Yes,150,45,Value drive move rather majority on fly name still wish such ground.,29,13,61,30,12,Confident,Resigned,Numb,7,2,1,Lower,Set boundaries,Yes,Say You Won't Let Go,73,6,No,1,Decline,Avoidant,108,Avoidant,8,8
735,Yesenia,39,Other,Pansexual,Modern,2000-07-19,2001-06-03,319 days,Long-distance,Engaged,Different life goals,Low,Career,System me head reflect easy before wonder box would.,Yes,No,72,88,Culture responsibility far attorney site.,29,18,40,43,19,Hopeful,Shy,Bitter,5,7,9,Same,Set boundaries,Yes,Say You Won't Let Go,90,3,No,7,Gradual,Avoidant,178,Avoidant,7,10
736,Mary,26,Male,Homosexual,Modern,2023-10-06,2025-05-14,586 days,Casual,Undefined,Mismatch of values,Medium,Career,Husband education know next agent coach establish.,No,No,142,16,Bad stage parent participant reach reveal night.,21,2,176,31,1,Shy,Shy,Bitter,10,2,7,Higher,Self-love matters,No,Photograph,44,0,No,2,Gradual,Avoidant,87,Open,10,8
737,Toni,21,Female,Bisexual,Past,2001-09-20,2003-01-16,483 days,Situationship,Serious,Loss of feelings,Low,Social media use,Off follow wish special example serious method boy attorney heavy choice free leg western shoulder this east agree.,No,Yes,31,20,Part strategy war sort memory bed peace land citizen fish her.,41,2,117,14,1,Joyful,Excited,Shy,10,4,6,Same,Love is not enough,No,Shape of You,6,0,No,1,Gradual,Avoidant,356,Open,7,2
738,Andrea,45,Female,Heterosexual,Modern,2005-05-20,2007-02-24,645 days,Flings,Serious,Jealousy,High,Jealousy,Ok bad similar set.,Yes,No,148,59,And under everyone interest what lay place box I do any room three material.,40,28,64,54,17,Calm,Shy,Bitter,2,1,4,Same,Trust actions not words,Yes,Shape of You,76,17,Yes,10,Decline,Secure,252,Avoidant,9,2
739,Joseph,22,Female,Bisexual,Modern,2007-03-31,2009-01-18,659 days,Situationship,Casual,Ghosting,High,Communication,Size wrong attention happen song nice such leave model open TV.,Yes,No,110,67,Candidate she personal policy half arrive news baby rock two month tend mind.,30,29,155,50,5,Resigned,Calm,Resigned,9,5,3,Lower,Be yourself,No,Photograph,7,14,Yes,3,Decline,Avoidant,105,Passive,10,2
740,Randy,38,Non-binary,Bisexual,Modern,2017-08-19,2019-05-21,640 days,Long-distance,Casual,Financial problems,Low,Trust,Affect us board plant question happen.,No,No,56,23,Drop magazine environment because low fact yeah news career shoulder role phone onto.,7,5,174,41,4,Calm,Joyful,Heartbroken,6,8,5,Higher,Trust actions not words,No,Let Her Go,25,9,No,2,Gradual,Anxious,118,Passive,4,4
741,Megan,28,Female,Pansexual,Modern,2001-11-24,2003-09-09,654 days,Situationship,Casual,Loss of feelings,Low,Family interference,They direction station war more Congress fire any current good bar.,No,No,180,9,All turn sign interest technology color strong maintain phone both.,46,13,125,15,20,Calm,Joyful,Hopeful,1,4,1,Same,Communication is key,No,Someone Like You,65,9,Yes,4,Early spike,Secure,143,Open,3,6
742,Ross,32,Male,Bisexual,Modern,2009-05-07,2010-12-18,590 days,Flings,Serious,Lack of communication,Low,Communication,Million account case build shoulder window perform its change exist continue positive cold sister staff return rich movement.,No,No,127,54,Federal once unit fund class course.,6,21,104,19,3,Joyful,Excited,Shy,5,1,6,Same,Communication is key,No,Perfect,84,7,No,9,Decline,Anxious,203,Avoidant,9,3
743,Lindsay,31,Non-binary,Homosexual,Modern,2015-07-11,2016-07-20,375 days,Casual,Serious,Addiction issues,High,Trust,Bank piece area election tell end.,Yes,Yes,5,91,Head let anything bit week whose open explain quite be model already tax despite while say with country.,39,21,168,55,6,Hopeful,Resigned,Hopeful,9,2,5,Same,Value your time,Yes,Say You Won't Let Go,50,15,No,3,Decline,Anxious,178,Open,8,1
744,Patty,40,Male,Bisexual,Modern,2005-08-22,2005-11-05,75 days,Situationship,Engaged,Mental health problems,Medium,Communication,Contain free recently believe federal maybe society imagine class community system than think sign.,Yes,No,44,16,Relate push can artist individual wife if last marriage.,35,18,150,3,11,Calm,Numb,Calm,8,8,2,Same,Be honest,Yes,Thinking Out Loud,36,19,No,10,Decline,Anxious,141,Avoidant,7,3
745,Ricky,22,Other,Heterosexual,Past,2014-10-28,2016-04-25,545 days,Situationship,Undefined,Lack of communication,Low,Priorities,Region front never offer garden become process property role.,Yes,No,12,9,Seat left of address agreement.,49,21,131,23,10,Resigned,Calm,Heartbroken,4,1,4,Lower,Self-love matters,Yes,Shape of You,96,14,No,5,Early spike,Secure,260,Open,10,6
746,Anita,21,Non-binary,Bisexual,Past,2018-05-16,2020-06-16,762 days,Casual,Casual,Arguments and fights,Low,Trust,Include move somebody.,Yes,No,151,46,Large vote admit buy measure evening.,48,16,55,48,6,Confident,Heartbroken,Resigned,4,6,1,Higher,Set boundaries,No,Shape of You,97,2,Yes,7,Early spike,Secure,104,Avoidant,5,5
747,Nancy,33,Male,Asexual,Modern,2019-07-19,2020-02-28,224 days,Long-term,Serious,Career priorities,High,Career,About least himself above put travel plant.,Yes,No,29,95,Sound it something we away simply authority mind later red enter.,10,5,65,9,1,Joyful,Numb,Calm,10,6,1,Lower,Learn to forgive,No,All of Me,18,10,Yes,6,Early spike,Secure,175,Avoidant,8,10
748,Ashlee,44,Other,Pansexual,Modern,2005-08-18,2006-05-15,270 days,Situationship,Undefined,Third-party interference,High,Priorities,Ball same foot network bag audience international.,No,Yes,15,95,Wonder physical expect.,24,6,66,23,17,Bitter,Bitter,Heartbroken,4,10,7,Higher,Choose wisely,Yes,Thinking Out Loud,18,5,No,10,Decline,Avoidant,88,Passive,1,6
749,Marcia,29,Female,Homosexual,Modern,2013-11-17,2013-12-20,33 days,Long-term,Undefined,Addiction issues,High,Family interference,Central simple particular last staff alone.,No,No,86,19,Sister article drive spend individual so whom sit thousand arm artist enough check certainly dark he here.,47,16,97,37,16,Bitter,Confident,Numb,3,3,9,Higher,Value your time,No,Let Her Go,25,16,Yes,1,Gradual,Avoidant,346,Open,6,2
750,Elizabeth,19,Female,Bisexual,Modern,2020-11-07,2022-08-19,650 days,Long-term,Undefined,Financial problems,Medium,Social media use,Voice south man yard yes interview feel.,No,Yes,28,70,Hair bank system talk.,49,8,135,20,12,Calm,Joyful,Calm,10,5,3,Lower,Love is not enough,No,Say You Won't Let Go,49,10,No,4,Early spike,Anxious,3,Open,10,4
751,Janet,25,Female,Asexual,Past,2006-11-19,2007-03-05,106 days,Flings,Serious,Arguments and fights,High,Social media use,Travel form impact safe whose thing party mouth number.,Yes,Yes,124,50,Their size son term but finish strong likely kind explain spend.,36,14,63,53,1,Resigned,Confident,Bitter,1,8,1,Lower,Set boundaries,Yes,Perfect,26,3,Yes,8,Early spike,Avoidant,238,Avoidant,7,5
752,Diane,20,Female,Heterosexual,Modern,2005-08-30,2007-03-09,556 days,Casual,Undefined,Moved away,High,Trust,Explain nature glass probably play despite notice.,Yes,Yes,87,40,House become foreign Mr bring wish view.,42,12,160,45,19,Joyful,Numb,Bitter,6,7,3,Same,Value your time,No,Stay With Me,7,19,No,7,Gradual,Avoidant,316,Passive,2,3
753,William,40,Male,Asexual,Modern,2013-12-26,2014-07-11,197 days,Long-distance,Undefined,Mismatch of values,Low,Trust,Consider former himself debate worry mouth.,No,No,86,95,Body early agent thing worker.,42,22,83,59,5,Bitter,Hopeful,Numb,7,10,8,Same,Value your time,No,Someone Like You,26,7,Yes,1,Gradual,Anxious,294,Passive,4,5
754,Katherine,23,Male,Bisexual,Past,2008-04-11,2009-10-30,567 days,Long-distance,Undefined,Trust issues,High,Priorities,Several power short state us reduce event address mission much down strong magazine be.,Yes,No,29,66,Easy deep listen cultural fine professional throw middle huge certainly project deep.,34,27,39,60,6,Joyful,Excited,Hopeful,3,10,6,Higher,Set boundaries,No,Let Her Go,5,14,No,10,Decline,Secure,212,Open,4,4
755,William,29,Other,Pansexual,Modern,2002-10-05,2004-11-23,780 days,Long-distance,Engaged,Infatuation fade,Medium,Career,Particularly present already season great listen sign among how political home forget.,No,Yes,76,57,Discuss manager outside check modern early economic trade thought four minute same sign eat hot.,18,24,39,16,6,Shy,Bitter,Excited,4,1,1,Higher,Be honest,No,All of Me,86,11,Yes,10,Decline,Secure,194,Avoidant,10,3
756,Vincent,34,Non-binary,Asexual,Modern,2018-01-18,2018-10-10,265 days,Long-distance,Undefined,Arguments and fights,High,Social media use,Perhaps when pretty himself consumer today herself race raise daughter sure Congress authority forward accept.,No,Yes,69,92,Agent in some make peace conference difference treatment teacher film serious.,14,12,30,7,7,Hopeful,Hopeful,Confident,1,4,5,Same,Self-love matters,Yes,Perfect,64,7,Yes,8,Decline,Secure,353,Passive,1,2
757,Laura,37,Other,Bisexual,Modern,2011-08-12,2011-11-10,90 days,Long-term,Serious,Lack of communication,High,Future plans,Ask language notice career idea although.,No,Yes,166,68,Area particular number watch keep resource quickly.,42,0,168,35,8,Numb,Confident,Joyful,3,1,4,Lower,Learn to forgive,No,Stay With Me,97,16,Yes,4,Gradual,Anxious,197,Open,2,4
758,John,29,Female,Homosexual,Past,2013-11-04,2014-02-21,109 days,Casual,Serious,Different life goals,Medium,Career,Pick today beyond.,No,No,136,83,Do increase night.,42,15,126,58,10,Resigned,Numb,Bitter,7,1,7,Lower,Choose wisely,No,Let Her Go,87,4,Yes,1,Gradual,Anxious,272,Open,1,6
759,Amber,32,Male,Heterosexual,Modern,2015-02-25,2017-05-18,813 days,Flings,Engaged,Different life goals,High,Future plans,She leave shoulder great I even arm suggest happen green home.,Yes,No,17,86,Marriage drive else PM city scene build deep wind art car scene yard me.,38,26,136,37,9,Bitter,Joyful,Numb,7,2,8,Same,Self-love matters,Yes,Blinding Lights,28,19,No,1,Early spike,Secure,120,Avoidant,2,7
760,Anna,43,Male,Pansexual,Modern,2018-10-24,2020-01-04,437 days,Long-distance,Serious,Arguments and fights,Medium,Family interference,Add million enough charge.,Yes,No,54,24,Current minute nearly manager machine close let professor factor forward arm break.,11,1,17,49,4,Hopeful,Joyful,Resigned,6,2,3,Same,Self-love matters,No,Shape of You,0,10,No,6,Early spike,Avoidant,275,Passive,6,8
761,Patricia,25,Other,Asexual,Past,2002-10-31,2005-02-05,828 days,Situationship,Engaged,Emotional unavailability,Medium,Social media use,Allow simply product example indeed huge nice floor.,No,No,0,77,Order toward memory player although bag word cost station before include own war.,30,11,22,54,8,Calm,Bitter,Excited,7,10,9,Lower,Trust actions not words,Yes,Shape of You,24,8,Yes,6,Decline,Anxious,271,Open,5,9
